id,discipline_id,number,title,recommend_time,plan,content
33,social-exam,5,Социально-психологические представления о личности в зарубежной психологии. Отечественные школы и направления.,6-8 мин,"1. Личность в зарубежной социальной психологии (бихевиоризм, психоанализ, интеракционизм). 2. Понятие социального научения (А. Бандура). 3. Взгляды отечественных психологов на личность (деятельностный подход, концепция В.Н. Мясищева).","<h3>Вопрос 5. Социально-психологические концепции личности</h3><p>В зарубежной социальной психологии взгляд на личность детерминирован рамками трех ведущих направлений:<br>• <b>Бихевиоральный подход</b> (Дж. Уотсон, Б. Скиннер) рассматривает личность как совокупность социальных реакций на стимулы среды. В его рамках развилась <i>теория социального научения</i> А. Бандуры, доказавшая, что личность формируется путем наблюдения за поведением других людей и моделирования их поступков.<br>• <b>Психоаналитическое направление</b> (З. Фрейд, А. Адлер) интерпретирует социальное поведение личности через призму изначального конфликта между врожденными инстинктами (<b>либидо</b>) и жесткими запретами социума, а также через динамику работы <b>защитных механизмов</b> Эго.<br>• <b>Интеракционизм (ролевая теория)</b> (Дж. Мид, Ч. Кули) провозглашает, что личность рождается исключительно в процессах межличностного взаимодействия (интеракции). Социальное Я человека формируется за счет интериоризации ожиданий группы.</p><p>В отечественной психологической школе личность изучается в неразрывной связи с культурой и деятельностью:<br>• <b>Деятельностный подход</b> (А.Н. Леонтьев, С.Л. Рубинштейн) постулирует, что личность — это системное качество, приобретаемое индивидом в предметной <b>деятельности</b> и общении. А.Н. Леонтьев утверждал, что личность рождается дважды: первый раз — в 3 года (кризис трех лет), второй раз — в подростковом возрасте, когда формируется устойчивая система смыслообразующих мотивов.<br>• <b>Теория отношений В.Н. Мясищева</b> рассматривает личность как развернутую систему её субъективно-избирательных, сознательных отношений к обществу, другим людям и самому себе.</p>"
34,social-exam,6,Структура и виды социального поведения личности. Внешние и внутренние факторы регуляции. Саморегуляция.,5-7 мин,1. Дефиниция и структура социального поведения. 2. Основные виды социального поведения. 3. Внешние факты регуляции (социальный контроль). 4. Внутренние факторы регуляции и процесс саморегуляции.,"<h3>Вопрос 6. Социальное поведение личности и его регуляция</h3><p><b>Социальное поведение</b> — это внешне выраженная форма активности личности, в которой проявляются её конкретные отношения к обществу, другим людям, группам и культурным ценностям. В структуре социального поведения выделяют следующие <b>виды</b>:<br>• <i>Просоциальное поведение</i> — бескорыстные действия, направленные на благо других людей, проявление альтруизма и поддержки;<br>• <i>Асоциальное (девиантное) поведение</i> — поступки, нарушающие общественные нормы и морально-этические правила группы;<br>• <i>Антисоциальное (делинквентное) поведение</i> — противоправные действия, влекущие юридическую ответственность;<br>• <i>Конформное поведение</i> — изменение своих суждений или поступков под реальным или воображаемым давлением группы с целью быть принятым.</p><p>Направление поведения осуществляется за счет непрерывного взаимодействия двух групп факторов:<br>1. <b>Внешние факторы (социальный контроль)</b> — общественные нормы, культурные ценности, правовые законы, групповые традиции и санкции (одобрение, бойкот).<br>2. <b>Внутренние факторы (личностные диспозиции)</b> — устойчивые мотивы, ценностные ориентации, аттитюды, уровень самооценки и локус контроля личности.</p><p>Высшим личностно-рефлексивным процессом выступает <b>саморегуляция</b> — сознательное управление собственным поведением и эмоциями в соответствии с внутренними ценностями и требованиями ситуации. Высший этап саморегуляции — способность тормозить импульсивные, аффективные реакции ради достижения долгосрочных целей и соответствия своему Я-идеальному.</p>"
35,social-exam,7,Понятие социального статуса личности. Виды и смысловые значения. Институциональные и неинституциональные статусные отношения.,5-6 мин,"1. Дефиниция социального статуса. 2. Два смысловых значения (социологическое и социально-психологическое). 3. Виды статусов (предписанный, достигаемый, личный). 4. Институциональные и неинституциональные отношения.","<h3>Вопрос 7. Социальный статус личности и статусные отношения</h3><p><b>Социальный статус</b> — это объективное положение индивида в структуре общества или малой группы, определяющее его права, обязанности, круг социальных связей и степень ценностного влияния на окружающих. Понятие имеет два значения:<br>• <i>Социологическое</i> — место человека в макросоциуме (профессия, доход, образование);<br>• <i>Социально-психологическое</i> — положение в системе межличностных отношений малой группы, измеряемое методом социометрии.</p><p>Классификация видов социальных статусов:<br>• <b>Предписанный (аскриптивный) статус</b> — закрепляется за человеком автоматически от рождения вне зависимости от его воли и усилий (пол, возраст, раса, национальность).<br>• <b>Достигаемый (приобретенный) статус</b> — обретается личностью целенаправленно в течение жизни за счет собственных усилий и выбора (профессия, ученая степень).<br>• <b>Личный статус</b> — положение, которое человек занимает в неформальной структуре малой группы на основе оценки его индивидуально-психологических качеств (лидер, 'звезда', изолированный).</p><p>Взаимодействие людей в организации строится на стыке двух систем:<br>1) <b>Институциональные (официальные) отношения</b> — формальные связи, жестко регламентированные уставом, правилами и должностной иерархией (директор — учитель — ученик).<br>2) <b>Неинституциональные (неофициальные) отношения</b> — связи, возникающие стихийно на основе личных симпатий, антипатий и общих интересов. Неформальный статус участника может не совпадать с официальным, что часто становится скрытой причиной межличностных конфликтов.</p>"
36,social-exam,8,"Понятие социальной роли, основные характеристики и виды ролей. Ролевые конфликты.",5-7 мин,1. Определение социальной роли (роль как динамический аспект статуса). 2. Пять характеристик роли по Т. Парсонсу. 3. Виды ролей (конвенциональные и межличностные). 4. Три типа ролевых конфликтов.,"<h3>Вопрос 8. Социальные роли и ролевые конфликты личности</h3><p><b>Социальная роль</b> — это динамический аспект социального статуса, представляющий собой нормативно одобренный, ожидаемый от человека паттерн поведения в конкретной ситуации общения. Любая роль обладает пятью <b>характеристиками</b> (по Т. Парсонсу): <i>масштабом</i> (широта требований), <i>способом получения</i> (предписанная или достигаемая), <i>эмоциональностью</i> (степень сдержанности чувств), <i>формализацией</i> (регламентация правилами) и <i>мотивацией</i> (направленность на личную выгоду или общее благо).</p><p>По сфере проявления ролевые функции делят на два вида:<br>• <b>Конвенциональные (официальные) роли</b> — формальные, стандартизированные роли, заданные институциональными отношениями общества (роль учителя, студента, юриста);<br>• <b>Межличностные (неформальные) роли</b> — роли, возникающие стихийно в неформальных группах на основе личных отношений и ожиданий участников (роль лидера, защитника, 'души компании').</p><p>Выполнение множества ролей одновременно ведет к возникновению психологического напряжения — <b>ролевого конфликта</b>. Выделяют три типа конфликтов:<br>1. <b>Межролевой конфликт</b> — требования разных ролей одного человека противоречат друг другу (конфликт женщины между ролью сотрудника и ролью матери).<br>2. <b>Внутриролевой конфликт</b> — разные социальные группы предъявляют противоположные, несовместимые ожидания к выполнению <i>одной и той же</i> роли (родители требуют от ребенка мягкости, а сверстники во дворе — жесткости).<br>3. <b>Личностно-ролевой конфликт</b> — требования роли полностью противоречат внутренним ценностным ориентациям, моральному развитию и Я-концепции самой личности (честный человек по роли вынужден продавать некачественный товар).</p>"
37,social-exam,9,Понимание ценностей в социальной психологии. Обретение ценностей и взаимосвязь ценностей и морального развития личности.,5-7 мин,1. Понятие ценностных ориентаций в социальной психологии. 2. Процесс обретения ценностей в ходе социализации. 3. Три уровня морального развития личности по Л. Кольбергу.,"<h3>Вопрос 9. Ценности и моральное развитие личности</h3><p><b>Ценностные ориентации</b> — это важнейшие элементы внутренней структуры личности, закрепленные её жизненным опытом и определяющие её отношение к социальной действительности. Ценности выступают высшим уровнем внутренней регуляции социального поведения, задавая вектор долгосрочным целям, идеалам и жизненным планам человека. В социальной психологии ценности рассматриваются как связующее звено между культурой общества и внутренним миром конкретной личности.</p><p>Формирование ценностной сферы неразрывно связано с этапами взросления и социализации. <b>Моральное развитие личности</b> проходит через три магистральных уровня (по Л. Кольбергу):<br>1) <i>Доконвенциональный уровень</i> — ценности и правила соблюдаются ребенком исключительно ради эгоцентрической выгоды, получения похвалы или избегания физического наказания со стороны родителей;<br>2) <i>Конвенциональный уровень</i> — ценности строятся на основе слепого подчинения законам общества и нормам своей группы ради сохранения порядка и одобрения значимых других (доминирует конформное поведение);<br>3) <i>Постконвенциональный уровень</i> — высший этап, когда личность формирует собственную автономную систему универсальных этических принципов и ценностей, которые могут стоять выше законов государства, если те противоречат гуманистическому сопереживанию и правам человека.</p>"
38,social-exam,10,Модернизация и культурные различия в ценностных ориентациях.,5-6 мин,1. Культурная обусловленность ценностных структур. 2. Кросс-культурные исследования Г. Хофстеде и Ш. Шварца. 3. Коллективистские и индивидуалистические культуры. 4. Влияние процессов модернизации.,"<h3>Вопрос 10. Культурные различия в ценностных ориентациях</h3><p>Ценностные структуры качественно различаются в зависимости от культурно-исторического типа общества. Крупнейшие кросс-культурные исследования (Г. Хофстеде, Ш. Шварц) выявили два базовых вектора ценностной направленности:</p><ul><li><b>Коллективистские культуры</b> (характерны для традиционных обществ Азии, Востока) — на первом месте стоят ценности служения группе, лояльности, сохранения традиций, уважения к иерархии статусов и общего блага. Личные интересы индивида здесь подчинены целям общности, а чувство групповой идентичности преобладает над индивидуальным.</li><li><b>Индивидуалистические культуры</b> (характерны для современных западных обществ) — доминируют ценности личного достижения цели, автономии Я, независимости, самоактуализации, свободы выбора и гедонизма.</li></ul><p>Процессы глобализации и <b>модернизации</b> постепенно трансформируют ценности традиционных культур, сдвигая их в сторону индивидуализации и прагматизма. Однако базовые этнические интроекты, менталитет и исторически сложившийся культурный код сохраняют высокую стабильность, определяя специфику регуляции поведения людей в разных регионах мира.</p>"
39,social-exam,11,"Социальные установки: природа, изучение в рамках различных научных направлений, виды, соотношение ценностей и установок личности.",6-8 мин,1. Определение социальной установки (аттитюда). 2. Трехкомпонентная структура аттитюда (М. Смит). 3. Соотношение ценностей и установок. 4. Иерархическая классификация В.А. Ядова.,"<h3>Вопрос 11. Природа и структура социальных установок</h3><p><b>Социальная установка (аттитюд)</b> — это сформированная на основе прошлого опыта устойчивая психологическая готовность личности к определенному восприятию, оценке и поведению по отношению к конкретному социальному объекту, человеку, группе или событию. Установка выполняет функцию экономии когнитивного ресурса: сознание не вычисляет отношение к объекту заново, а активирует готовый ментальный шаблон.</p><p>В академической науке общепринятой является <b>трехкомпонентная структура аттитюда</b> (М. Смит, Д. Кац):<br>1) <i>Когнитивный компонент</i> — знания, убеждения, представления и интеллектуальные суждения личности о социальном объекте;<br>2) <i>Аффективный компонент</i> — эмоциональное отношение, чувства, оценки по шкале «приятно — неприятно», симпатии или антипатии;<br>3) <i>Поведенческий (конативный) компонент</i> — готовность к осуществлению реального практического действия, конкретные поведенческие интенции.</p><p>Социальные установки тесно связаны с ценностными ориентациями, но качественно отличаются от них по масштабу. Ценности абстрактны, глобальны и выступают высшими жизненными ориентирами. Аттитюды всегда конкретны, предметны и направлены на осязаемые объекты. Согласно диспозиционной концепции <b>В.А. Ядова</b>, установки образуют иерархическую систему: от элементарных фиксированных установок (на базе биологических нужд) и социальных аттитюдов до базовых социальных установок и высших ценностных ориентаций.</p>"
40,social-exam,12,"Особенности формирования установок, влияние установок на поведение личности. Парадокс Лапьера. Модели изменения установок.",6-8 мин,1. Основные пути формирования аттитюдов. 2. Суть и значение эксперимента Р. Лапьера (парадокс Лапьера). 3. Теория когнитивного диссонанса Л. Фестингера. 4. Модель убеждающей коммуникации Йельской школы.,"<h3>Вопрос 12. Влияние и модели изменения социальных установок</h3><p>Формирование <b>аттитюдов</b> — это прижизненный процесс, протекающий в ходе социализации под влиянием личного контакта, группового давления (конформное поведение) или СМИ. Долговечное время считалось, что аттитюд жестко детерминирует поступки. Однако в 1934 году Р. Лапьер экспериментально открыл <b>парадокс Лапьера</b>: путешествуя с китайской парой по США, он получил реальный радушный прием в 250 отелях, но в последующем письменном опросе 92% этих же заведений ответили категорическим отказом принять китайцев. Феномен доказал диссонанс между вербальными суждениями и реальными действиями, зависящий от давления конкретной ситуации и прочности установки.</p><p>Изменение социальных установок описывается двумя ведущими моделями:<br>• <b>Теория когнитивного диссонанса Л. Фестингера.</b> Если человек совершает поступок, идущий вразрез с его реальной установкой, у него возникает тягостный внутренний дискомфорт (диссонанс). Чтобы избавиться от него, личность вынуждена менять либо поведение, либо саму исходную установку.<br>• <b>Модель убеждающей коммуникации (Йельская школа, К. Ховланд).</b> Изменение установки рассматривается как результат целенаправленного речевого воздействия, зависящего от четырех детерминант: <i>коммуникатора</i> (его авторитета), <i>структуры сообщения</i> (логика и аргументация), <i>канала передачи</i> (личное общение эффективнее СМИ) и <i>особенностей аудитории</i> (интеллект, ригидность установок).</p>"
41,social-exam,13,Понятие социальной группы. Классификации социальных групп по различным критериям. Особенности малой группы.,5-7 мин,"1. Определение социальной группы. 2. Критерии классификации групп (масштаб, статус, значимость). 3. Специфические признаки малой группы. 4. Условия процесса группообразования.","<h3>Вопрос 13. Психология и классификация социальных групп</h3><p><b>Социальная группа</b> — это реально существующее или идеальное объединение людей, связанных общими признаками, совместной деятельностью, общими ценностями, целями и взаимно детерминированными отношениями. В науке группы классифицируют: по масштабу (<i>малые</i> — до 30-40 человек, находящихся в личном контакте, и <i>большие</i> — классы, нации); по официальному статусу (формальные и неформальные); по характеру взаимодействия (первичные — семья, и вторичные — деловые); по степени значимости (группы членства и <b>референтные группы</b>, чьи нормы выступают для личности эталоном и идеалом).</p><p><b>Малая группа</b> — базовая ячейка взаимодействия «лицом к лицу» (face-to-face). Её признаки: общая цель деятельности, групповые нормы, ролевая и статусная иерархия, система социального контроля и чувство <i>групповой идентичности</i> («Мы — Они»). Превращение случайного конгломерата людей в психологически целостную малую группу (<b>группообразование</b>) происходит при наличии внешней задачи, организации совместного труда, пространственной близости контактов, выраженной потребности в <i>аффилиации</i> (эмоциональном сближении и принятии) и лидера-организатора.</p>"
42,social-exam,14,Уровни развития малой группы. Концепция коллективообразования.,6-8 мин,1. Динамика группового развития. 2. Уровни развития группы по А.В. Петровскому. 3. Сущность коллектива. 4. Стратометрическая концепция коллективообразования.,"<h3>Вопрос 14. Уровни развития группы и стратометрия</h3><p>Малая группа проходит исторический путь качественной перестройки внутренних связей. Согласно <b>стратометрической концепции коллективообразования</b> (теории деятельностного опосредования межличностных отношений) А.В. Петровского, группы делят по степени выраженности совместной деятельности и уровню социальной значимости их целей на следующие уровни:</p><ul><li><b>Конгломерат (номинальная группа)</b> — случайное, временное скопление людей, объединенных лишь внешним пространством (очередь);</li><li><b>Ассоциация</b> — появляется общая цель, но совместная предметная деятельность еще не развернута;</li><li><b>Кооперация</b> — характеризуется высоким уровнем организации совместного труда, распределением ролей и иерархией статусов;</li><li><b>Корпорация</b> — группа со сверхвысокой внутренней сплоченностью на основе группового эгоизма, противопоставляющая свои цели макросоциуму (секта, ОПГ);</li><li><b>Коллектив</b> — высший уровень развития малой группы. Это устойчивая общность людей, где совместная деятельность носит социально полезный характер, а отношения полностью опосредованы общими ценностями и целями этого труда.</li></ul><p>Психологическая структура коллектива включает три слоя (страты): внешний (эмоциональные неформальные контакты), второй (<b>ценностно-ориентационное единство</b> — ЦОУ, совпадение идеалов и целей команды) и ядро (полное принятие целей социально важного труда).</p>"
43,social-exam,15,"Динамические процессы в малой группе: общение, консолидация, лидерство, конкуренция, адаптация, идентификация и принятие решений.",7-9 мин,"1. Понятие групповой динамики. 2. Межличностные процессы в группе (адаптация, конкуренция, кооперация). 3. Феномены лидерства и руководства, стили по К. Левину. 4. Процесс групповой идентификации. 5. Феномены принятия решений (сдвиг к риску, огруппление мышления).","<h3>Вопрос 15. Динамические процессы малой группы</h3><p><b>Групповая динамика</b> — это совокупность внутригрупповых процессов, определяющих этапы жизнедеятельности и изменения малой группы. Межличностные процессы включают: <i>социальную адаптацию</i> (усвоение норм при вхождении), <i>кооперацию</i> (сотрудничество) и <i>конкуренцию</i> (соперничество за статусы). Важнейшим интегративным процессом выступает <b>групповая идентификация</b> — отождествление себя с группой. Её высшая форма — действенная групповая эмоциональная идентификация (ДГЭИ), когда успехи и неудачи коллег воспринимаются как личные.</p><p>В процессе распределения ролей выделяются <b>лидер</b> (выдвигается группой снизу в неформальных отношениях на основе авторитета) и <b>руководитель</b> (назначается сверху в институциональных отношениях, обладает официальным статусом и санкциями). К. Левин выделил три стиля управления: <i>авторитарный</i> (единоличная власть, приказы), <i>демократический</i> (коллегиальное принятие решений, раппорт, творческая активность) и <i>попустительский</i> (пассивность, падение продуктивности).</p><p>Процесс принятия групповых решений порождает специфические феномены: <b>сдвиг к риску (групповую поляризацию)</b> — принятие группой более радикальных решений, чем среднее индивидуальное мнение участников до дискуссии, и <b>огруппление мышления (Groupthink)</b> (И. Джанис) — дезадаптивный стиль мышления в высокосплоченных группах, при котором стремление к единомыслию подавляет критический анализ рисков.</p>"
44,social-exam,16,"Классификация, характеристика и социально-психологические явления в больших социальных группах.",6-8 мин,"1. Понятие и типы больших социальных групп. 2. Специфика регуляции поведения в больших общностях. 3. Массовые социально-психологические явления в стихийных группах (заражение, суггестия, паника, слухи).","<h3>Вопрос 16. Психология больших групп и массовые явления</h3><p><b>Большие социальные группы</b> — это устойчивые общности людей, существующие в масштабах общества, члены которых не находятся в непосредственном личном контакте, но объединены образом жизни, традициями и интересами. Делятся на <i>устойчивые</i> (классы, этносы, нации, гендерные и возрастные группы — студенчество) и <i>стихийные (кратковременные)</i> — толпа, публика, аудитория. Главными регуляторами поведения в них выступают <b>общественное сознание</b>, менталитет, обычаи, традиции, мифы и социальные стереотипы.</p><p>В стихийных группах и толпе регуляция поведением строится на аффективных процессах, порождая <b>массовые явления</b>:<br>• <b>Психическое заражение</b> — процесс бессознательной, автоматической передачи эмоционального состояния (паники, ярости), лавинообразно нарастающий в толпе через <i>циркулярную реакцию</i>;<br>• <b>Подражание</b> — воспроизведение индивидом образцов демонстрируемого поведения и жестов (основа моды);<br>• <b>Внушение (суггестия)</b> — целенаправленное вербальное воздействие на психику, принимаемое человеком без критического анализа;<br>• <b>Паника</b> — массовое состояние острого страха при угрозе, сопровождающееся деиндивидуализацией сознания и хаотичным эгоцентрическим бегством;<br>• <b>Слухи</b> — специфический вид массовой информации, передаваемый при дефиците официальных данных. Деформируются через законы сглаживания (утрата деталей), заострения (акцентирование ярких кусков) и уподобления (подстройка сюжета под страхи и установки аудитории).</p>"
45,developmental-psych,1,Понятие психологии развития. Определение объекта и предмета науки.,5-7 мин,"1. Определение психологии развития и возрастной психологии, их эпистемическое различие. 2. Определение и специфика объекта науки. 3. Категориальное поле предмета возрастной психологии. 4. Критерии научного анализа возрастной динамики.","<h3>1. Определение и сущность науки</h3><p><b>Психология развития</b> — это фундаментальная отрасль психологического знания, исследующая временную динамику человеческой психики, а также закономерности, источники и скрытые интрапсихические механизмы онтогенетического генезиса психических процессов, состояний и личностных качеств человека на протяжении всего его жизненного пути. Долгое время понятия «психология развития» и «возрастная психология» употреблялись как синонимы, однако современный академический конструкт разделяет их: психология развития исследует макрозаконы эволюции психики (включая филогенез, антропогенез и кросс-культурные аспекты), в то время как <b>возрастная психология</b> фокусируется на конкретных хронологических этапах онтогенеза, возрастных нормативах и структуре психологических возрастов в рамках индивидуальной жизни.</p><h3>2. Объект возрастной психологии и психологии развития</h3><p><b>Объект науки</b> — это объективно существующая реальность, на исследование которой направлен познавательный интерес научного сообщества. В рамках данной дисциплины объектом выступают объективные, развернутые во времени качественные, количественные и структурные изменения психики, поведения, личности и общей жизнедеятельности человека на разных этапах его жизненного пути от момента зачатия до биологической смерти.</p><h3>3. Предмет возрастной психологии и психологии развития</h3><p><b>Предмет науки</b> — это специфический ракурс, теоретические модели, законы и механизмы функционирования объекта, вычленяемые исследователем. Предметом возрастной психологии являются внутренние законы, детерминанты, источники, факторы, закономерности и движущие силы изменения психики, поведения, деятельности и личности человека в процессе его онтогенетического развития. Предмет включает изучение возрастных новообразований, социальной ситуации развития, природы кризисов и механизмов интериоризации культурно-исторического опыта.</p>"
